Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Useless product,0.0,1.0,awesomeREAD MORE,5,awesomeread,Positive
Very Good,0.0,0.0,goodREAD MORE,4,goodread,Positive
Brilliant,0.0,0.0,Good product...READ MORE,5,good productread,Positive
Classy product,0.0,0.0,"packing not Well, your packing not protect to productREAD MORE",3,packing well packing protect productread,Neutral
Highly recommended,0.0,0.0,good oneREAD MORE,3,good oneread,Neutral
Simply awesome,0.0,0.0,shipping was not handled well and shuttles overturned by thatREAD MORE,3,shipping handled well shuttles overturned thatread,Neutral
Just wow!,0.0,0.0,"plastic cover was torn slightly, product goodREAD MORE",4,plastic cover torn slightly product goodread,Positive
Wonderful,0.0,0.0,good productREAD MORE,4,good productread,Positive
Excellent,0.0,0.0,yoo...got orignal product😊READ MORE,5,yoogot orignal productread,Positive
Value-for-money,0.0,0.0,Nice Shuttles.READ MORE,5,nice shuttlesread,Positive
Wonderful,0.0,0.0,i can't rate it. its too High price than offline...READ MORE,1,cant rate high price offlineread,Negative
Nice,0.0,0.0,product is good but service is worstREAD MORE,4,product good service worstread,Positive
Good one,0.0,0.0,good shuttle close to feather speedREAD MORE,5,good shuttle close feather speedread,Positive
Could be way better,0.0,0.0,Genuine product. Great delivery time. Totally Satisfied.READ MORE,5,genuine product great delivery time totally satisfiedread,Positive
Terrific,0.0,0.0,super qualityREAD MORE,5,super qualityread,Positive
Fabulous!,0.0,0.0,Recive original product thanksREAD MORE,5,recive original product thanksread,Positive
Nice product,0.0,0.0,packing and parsal both are good qualityREAD MORE,5,packing parsal good qualityread,Positive
Wonderful,0.0,0.0,niceREAD MORE,5,niceread,Positive
Fabulous!,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Value-for-money,0.0,0.0,GreatREAD MORE,4,greatread,Positive
Simply awesome,0.0,0.0,orginal mavis 350...gd productREAD MORE,4,orginal mavis gd productread,Positive
Decent product,0.0,0.0,not goodREAD MORE,3,goodread,Neutral
Worth every penny,0.0,0.0,Good productREAD MORE,4,good productread,Positive
Classy product,0.0,0.0,"Good, but looks like old stockREAD MORE",2,good looks like old stockread,Negative
Classy product,0.0,0.0,I received the product safeREAD MORE,5,received product saferead,Positive
Terrific,0.0,0.0,good oneREAD MORE,5,good oneread,Positive
Best in the market!,0.0,0.0,genuine product delivered...READ MORE,4,genuine product deliveredread,Positive
Good quality product,0.0,0.0,"some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",4,bird heads stained little mud worried whether used ones good flight qualityread,Positive
Worth the money,0.0,0.0,Its original. Verified by its scratch code.READ MORE,5,original verified scratch coderead,Positive
Nice product,0.0,0.0,same good qualityREAD MORE,4,good qualityread,Positive
Awesome,0.0,0.0,nice app reliable and genuine products are delivered  thanksREAD MORE,5,nice app reliable genuine products delivered thanksread,Positive
Must buy!,0.0,0.0,Shuttle is too slow not as what we get from the offline marketREAD MORE,3,shuttle slow get offline marketread,Neutral
Superb!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Utterly Disappointed,0.0,0.0,Great product. But charges was high in online purchases near by sports shopREAD MORE,5,great product charges high online purchases near sports shopread,Positive
Useless product,0.0,0.0,fantasticREAD MORE,5,fantasticread,Positive
Fabulous!,0.0,0.0,impressiveREAD MORE,5,impressiveread,Positive
Wonderful,0.0,0.0,good productREAD MORE,5,good productread,Positive
Worth every penny,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Good,0.0,0.0,it's good productREAD MORE,4,good productread,Positive
Yonex,0.0,0.0,Good and very fast deliveryREAD MORE,5,good fast deliveryread,Positive
Excellent,0.0,0.0,good price 700/-READ MORE,5,good price read,Positive
Terrific purchase,0.0,0.0,goodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,Fantastic Quality!READ MORE,5,fantastic qualityread,Positive
Brilliant,0.0,0.0,Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,1,dont buy product flipkart shuttle box wobblingread,Negative
Best in the market!,0.0,0.0,Total barrel was bad.READ MORE,1,total barrel badread,Negative
Highly recommended,0.0,0.0,great and cheap as per marketREAD MORE,5,great cheap per marketread,Positive
Perfect product!,0.0,0.0,As always a good PickREAD MORE,4,always good pickread,Positive
Wonderful,0.0,0.0,nice product...u can go for itREAD MORE,5,nice productu go itread,Positive
Value-for-money,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Classy product,0.0,0.0,Good productREAD MORE,3,good productread,Neutral
Not recommended at all,0.0,0.0,this is the best ever i have recieved everREAD MORE,5,best ever recieved everread,Positive
Really Nice,0.0,0.0,Gud shuttle... Worth the penny...READ MORE,5,gud shuttle worth pennyread,Positive
Did not meet expectations,0.0,0.0,good in lessREAD MORE,5,good lessread,Positive
Just okay,0.0,0.0,HappyREAD MORE,5,happyread,Positive
Perfect product!,0.0,0.0,"excellent quality, strong shuttle for practice, very much durableREAD MORE",5,excellent quality strong shuttle practice much durableread,Positive
Super!,0.0,0.0,very worst shuttle comeREAD MORE,5,worst shuttle comeread,Positive
Worth every penny,0.0,0.0,Good product. Genuine. Delivery on time.READ MORE,5,good product genuine delivery timeread,Positive
Not good,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Wonderful,0.0,0.0,nice oneREAD MORE,4,nice oneread,Positive
Decent product,0.0,0.0,greatREAD MORE,5,greatread,Positive
Must buy!,0.0,0.0,"worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",1,worst standard packing product box already crushed one side fillers protect box shuttle container lid cheap thin almost see type lid flipkart yonex check authenticity product sellerread,Negative
Best in the market!,0.0,0.0,Good productREAD MORE,4,good productread,Positive
Decent product,0.0,0.0,Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,1,poor quality shuttles withstanding even one hour singles gameread,Negative
Awesome,0.0,0.0,there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,3,damaged shuttles satisfiedread,Neutral
Great product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Pretty good,0.0,0.0,niceREAD MORE,5,niceread,Positive
Pretty good,0.0,0.0,Awesome productREAD MORE,5,awesome productread,Positive
Absolute rubbish!,0.0,0.0,badREAD MORE,2,badread,Negative
Excellent,0.0,0.0,the price is high.. in local market RS 50 lessREAD MORE,4,price high local market rs lessread,Positive
Perfect product!,0.0,0.0,ok seems okREAD MORE,3,ok seems okread,Neutral
Nice,0.0,0.0,genuine product...READ MORE,5,genuine productread,Positive
Decent product,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Simply awesome,0.0,0.0,These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,3,shuttles different compared buy showroom dont know exact reason shuttles look like cheaper quality thats three starread,Neutral
Pretty nice,0.0,0.0,good conditionREAD MORE,5,good conditionread,Positive
Perfect product!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Just wow!,0.0,0.0,okREAD MORE,4,okread,Positive
Terrific purchase,0.0,0.0,OkREAD MORE,4,okread,Positive
nice product,0.0,0.0,2 out of 6 shuttles were defective.READ MORE,1,shuttles defectiveread,Negative
Unsatisfactory,0.0,0.0,niceREAD MORE,5,niceread,Positive
Awesome,0.0,0.0,thank youREAD MORE,5,thank youread,Positive
Wonderful,0.0,0.0,quite wellREAD MORE,3,quite wellread,Neutral
Must buy!,0.0,0.0,suttles are good but packing is very poorREAD MORE,3,suttles good packing poorread,Neutral
Brilliant,0.0,0.0,very niceREAD MORE,5,niceread,Positive
Pretty good,0.0,0.0,These are really nice shuttle under a good price range.READ MORE,4,really nice shuttle good price rangeread,Positive
Pretty good,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Brilliant,0.0,0.0,nice one...READ MORE,5,nice oneread,Positive
Super,0.0,0.0,good productREAD MORE,5,good productread,Positive
Terrific,0.0,0.0,nice and durable..slow speedREAD MORE,4,nice durableslow speedread,Positive
Terrific,0.0,0.0,Bad qualityREAD MORE,1,bad qualityread,Negative
Must buy!,0.0,0.0,I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,5,playing badminton last month quality good far believe make better shuttle coming soonread,Positive
Classy product,0.0,0.0,niceREAD MORE,5,niceread,Positive
Worth every penny,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Fair,0.0,0.0,it was good product niceREAD MORE,5,good product niceread,Positive
Decent product,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Nice product,0.0,0.0,nice product. Reached earlier than expectedREAD MORE,4,nice product reached earlier expectedread,Positive
Best in the market!,0.0,0.0,good oneREAD MORE,5,good oneread,Positive
Highly recommended,0.0,0.0,Good quality..READ MORE,5,good qualityread,Positive
Just wow!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Terrific purchase,0.0,0.0,its a good productREAD MORE,5,good productread,Positive
Good choice,0.0,0.0,goodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,good product. Thanks for fast delivery.READ MORE,5,good product thanks fast deliveryread,Positive
Highly recommended,0.0,0.0,superREAD MORE,5,superread,Positive
Mind-blowing purchase,0.0,0.0,okREAD MORE,3,okread,Neutral
Classy product,0.0,0.0,It is goodREAD MORE,3,goodread,Neutral
Could be way better,0.0,0.0,good replacement Service as i first gets a defective productREAD MORE,4,good replacement service first gets defective productread,Positive
Does the job,0.0,0.0,Nice good priceREAD MORE,5,nice good priceread,Positive
Awesome,0.0,0.0,goodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,Very competitive price. Fast delivery.READ MORE,5,competitive price fast deliveryread,Positive
Good quality product,0.0,0.0,100 % originalREAD MORE,5,originalread,Positive
Really Nice,0.0,0.0,Nice productREAD MORE,4,nice productread,Positive
Very Good,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Very Good,0.0,0.0,"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",5,good shuttle thanks flipkart speedy delivery product authentic n originalread,Positive
Super!,0.0,0.0,Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,5,hope price remains samemavis oginal product read,Positive
Classy product,0.0,0.0,TrustableREAD MORE,5,trustableread,Positive
Must buy!,0.0,0.0,bad qualityREAD MORE,3,bad qualityread,Neutral
Fabulous!,0.0,0.0,OK niceREAD MORE,3,ok niceread,Neutral
Nice product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Classy product,0.0,0.0,great productREAD MORE,5,great productread,Positive
Terrific purchase,0.0,0.0,bestREAD MORE,4,bestread,Positive
Really Nice,0.0,0.0,recommended to friend ..genuine productREAD MORE,4,recommended friend genuine productread,Positive
Mind-blowing purchase,0.0,0.0,best quality.READ MORE,4,best qualityread,Positive
Very Good,0.0,0.0,best for the intermediate playerREAD MORE,4,best intermediate playerread,Positive
Brilliant,0.0,0.0,good dealREAD MORE,5,good dealread,Positive
Terrific,0.0,0.0,niceREAD MORE,5,niceread,Positive
Worth the money,0.0,0.0,very good productREAD MORE,5,good productread,Positive
Perfect product!,0.0,0.0,it's a nice product by YonexREAD MORE,5,nice product yonexread,Positive
Terrific purchase,0.0,0.0,nice products and thanks flipcart... for deliveryREAD MORE,4,nice products thanks flipcart deliveryread,Positive
Highly recommended,0.0,0.0,Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,5,prompt delivery good packaging last time wrong damaged shipment made time took corrective actionthank youread,Positive
Just wow!,0.0,0.0,superREAD MORE,5,superread,Positive
Just wow!,0.0,0.0,super shuttleREAD MORE,4,super shuttleread,Positive
Highly recommended,0.0,0.0,Very happy with the product ☺️READ MORE,5,happy product read,Positive
Very Good,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Best in the market!,0.0,0.0,awesome nice productREAD MORE,5,awesome nice productread,Positive
Classy product,0.0,0.0,fast service.I received it in one dayREAD MORE,4,fast servicei received one dayread,Positive
Must buy!,0.0,0.0,delivery not done how to give ratingREAD MORE,4,delivery done give ratingread,Positive
Really Nice,0.0,0.0,very nice productREAD MORE,5,nice productread,Positive
Brilliant,0.0,0.0,nice oneREAD MORE,5,nice oneread,Positive
Great product,0.0,0.0,Genuine productREAD MORE,5,genuine productread,Positive
Quality,0.0,0.0,Very good & nice productREAD MORE,5,good nice productread,Positive
Mind-blowing purchase,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Very Good,0.0,0.0,product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,5,product nicepacking worst shuttle broken inside datdelivered assured daystill need work packaging aread,Positive
Classy product,0.0,0.0,quality was goodREAD MORE,4,quality goodread,Positive
Mind-blowing purchase,0.0,0.0,fast delivery and nice productREAD MORE,5,fast delivery nice productread,Positive
Value-for-money,0.0,0.0,supetREAD MORE,5,supetread,Positive
Good quality product,0.0,0.0,Ideal Good bestREAD MORE,5,ideal good bestread,Positive
Super!,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Great product,0.0,0.0,Perfect oneREAD MORE,5,perfect oneread,Positive
Highly recommended,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Excellent,0.0,0.0,It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,5,good u say best also fell water many time still working bestread,Positive
Fabulous!,0.0,0.0,Got original product from flip cartREAD MORE,5,got original product flip cartread,Positive
Fabulous!,0.0,0.0,Thanks for speed dileviredREAD MORE,4,thanks speed dileviredread,Positive
Awesome,0.0,0.0,niceREAD MORE,5,niceread,Positive
Classy product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Classy product,0.0,0.0,goodREAD MORE,4,goodread,Positive
Wonderful,0.0,0.0,excellentREAD MORE,4,excellentread,Positive
Simply awesome,0.0,0.0,very goodREAD MORE,5,goodread,Positive
Excellent,0.0,0.0,got the best price...thanks FKREAD MORE,5,got best pricethanks fkread,Positive
Very Good,0.0,0.0,product as describedREAD MORE,5,product describedread,Positive
Just wow!,0.0,0.0,niceREAD MORE,5,niceread,Positive
Highly recommended,0.0,0.0,superREAD MORE,5,superread,Positive
Brilliant,0.0,0.0,Excellent delivered productREAD MORE,5,excellent delivered productread,Positive
Fabulous!,0.0,0.0,its originalREAD MORE,5,originalread,Positive
Great product,0.0,0.0,Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,5,thank flip card best product though first shopping still awesomeread,Positive
Value-for-money,0.0,0.0,best shuttle everREAD MORE,5,best shuttle everread,Positive
Brilliant,0.0,0.0,"fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",5,fantastic original product doubt dont worry go read,Positive
Hated it!,0.0,0.0,greatREAD MORE,5,greatread,Positive
Fair,0.0,0.0,Nice product.. Delivered on time.. Thank you flipkartREAD MORE,5,nice product delivered time thank flipkartread,Positive
Must buy!,0.0,0.0,good for practice...READ MORE,4,good practiceread,Positive
Useless product,0.0,0.0,no doubt universally the best.READ MORE,5,doubt universally bestread,Positive
Horrible,0.0,0.0,Nice and original one.. Go. For itREAD MORE,5,nice original one go itread,Positive
Highly recommended,0.0,0.0,this product is amazing I love itREAD MORE,5,product amazing love itread,Positive
Nice product,0.0,0.0,good product ...READ MORE,5,good product read,Positive
Fair,0.0,0.0,a good one ..nice durabilityREAD MORE,5,good one nice durabilityread,Positive
Fabulous!,0.0,0.0,"Good, faster delivery... Thanks flipkart...READ MORE",4,good faster delivery thanks flipkartread,Positive
Wonderful,0.0,0.0,worth of moneyREAD MORE,5,worth moneyread,Positive
Perfect product!,0.0,0.0,received packing looseREAD MORE,1,received packing looseread,Negative
Unsatisfactory,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Great quality and genuine price!!,0.0,0.0,it's a genuine and of good quality. go for itREAD MORE,5,genuine good quality go itread,Positive
Terrific purchase,0.0,0.0,many shuttles started having wobbly flight on second day of platingREAD MORE,1,many shuttles started wobbly flight second day platingread,Negative
Wonderful,0.0,0.0,Not goodREAD MORE,1,goodread,Negative
Good choice,0.0,0.0,Good product with on time delivery. Loved it.READ MORE,5,good product time delivery loved itread,Positive
Just okay,0.0,0.0,i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,4,ordered pillars one damaged shuttle goodread,Positive
Just wow!,0.0,0.0,very goodREAD MORE,3,goodread,Neutral
Perfect product!,0.0,0.0,niceREAD MORE,5,niceread,Positive
Fabulous!,0.0,0.0,nice productREAD MORE,5,nice productread,Positive
Highly recommended,0.0,0.0,awesome product loved itREAD MORE,5,awesome product loved itread,Positive
Classy product,0.0,0.0,"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",1,waste product ball worst pls next time good quality pls change next time seller lread,Negative
Pretty good,0.0,0.0,Great shuttles....Even better than the ones available in the shops right now..READ MORE,5,great shuttleseven better ones available shops right nowread,Positive
Terrific,0.0,0.0,Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,5,good quality shuttles delivered happy purchaseread,Positive
Worth every penny,0.0,0.0,👌👌👌READ MORE,5,read,Positive
Simply awesome,0.0,0.0,goodREAD MORE,4,goodread,Positive
Delightful,0.0,0.0,value for moneyREAD MORE,3,value moneyread,Neutral
Perfect product!,0.0,0.0,shipped within 24 hours. thanks for the quick deliveryREAD MORE,5,shipped within hours thanks quick deliveryread,Positive
Wonderful,0.0,0.0,really worth paying..best suited for outdoor and indoor as wellREAD MORE,5,really worth payingbest suited outdoor indoor wellread,Positive
Very Good,0.0,0.0,"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",5,best one budget even though badminton novices still could feel difference shuttle productsthis similar characteristics feather shuttle lasts much longerread,Positive
Mind-blowing purchase,0.0,0.0,It's goodREAD MORE,5,goodread,Positive
Wonderful,0.0,0.0,superREAD MORE,5,superread,Positive
Classy product,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Nice product,0.0,0.0,very nice shuttleREAD MORE,5,nice shuttleread,Positive
Perfect product!,0.0,0.0,good productREAD MORE,5,good productread,Positive
Just wow!,0.0,0.0,Good. User friendlyREAD MORE,5,good user friendlyread,Positive
Perfect product!,0.0,0.0,satisfiedREAD MORE,4,satisfiedread,Positive
Brilliant,0.0,0.0,durable and happy with this product.READ MORE,5,durable happy productread,Positive
Hi,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Delightful,0.0,0.0,nice productREAD MORE,4,nice productread,Positive
Does the job,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Classy product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Wonderful,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,Nice shuttleREAD MORE,4,nice shuttleread,Positive
Just wow!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Highly recommended,0.0,0.0,good shuttlecock.... Can play 8-9 regerous games....READ MORE,5,good shuttlecock play regerous gamesread,Positive
Nice product,0.0,0.0,v goodREAD MORE,5,v goodread,Positive
Terrific purchase,0.0,0.0,good one.READ MORE,5,good oneread,Positive
Must buy!,0.0,0.0,Value for moneyREAD MORE,5,value moneyread,Positive
Must buy!,0.0,0.0,Nice cpcks working goodREAD MORE,4,nice cpcks working goodread,Positive
Super!,0.0,0.0,thats goodREAD MORE,3,thats goodread,Neutral
Simply awesome,0.0,0.0,It's just what I wanted. Prompt delivery.READ MORE,5,wanted prompt deliveryread,Positive
Mind-blowing purchase,0.0,0.0,OutstandingREAD MORE,5,outstandingread,Positive
Delightful,0.0,0.0,good product at  low cost in comparision to marketREAD MORE,5,good product low cost comparision marketread,Positive
Wonderful,0.0,0.0,goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,genuine. good product and serviceREAD MORE,5,genuine good product serviceread,Positive
Worth every penny,0.0,0.0,Nice....READ MORE,4,niceread,Positive
Fabulous!,0.0,0.0,Very good for both professionals and for training alsoREAD MORE,5,good professionals training alsoread,Positive
Mind-blowing purchase,0.0,0.0,Thank you. Nice to have at that price.READ MORE,5,thank nice priceread,Positive
Good choice,0.0,0.0,good product in low priceREAD MORE,5,good product low priceread,Positive
Fabulous!,0.0,0.0,excellent product.simply we get cheaper than market.READ MORE,5,excellent productsimply get cheaper marketread,Positive
Awesome,0.0,0.0,very good. rate relatively lessREAD MORE,5,good rate relatively lessread,Positive
Best For Practice,0.0,0.0,thanks to flipkartREAD MORE,5,thanks flipkartread,Positive
Highly recommended,0.0,0.0,good productREAD MORE,4,good productread,Positive
Simply awesome,0.0,0.0,good productREAD MORE,4,good productread,Positive
Simply awesome,0.0,0.0,WowREAD MORE,5,wowread,Positive
Excellent,0.0,0.0,superREAD MORE,5,superread,Positive
A Very Decent Choice with a reasonable price.,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Worth every penny,0.0,0.0,gud nice product better to play for training purposesREAD MORE,5,gud nice product better play training purposesread,Positive
Best in the market!,0.0,0.0,Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,4,good intermediate players shuttle lasts gamesread,Positive
Brilliant,0.0,0.0,Received Original productREAD MORE,5,received original productread,Positive
Best delivery,0.0,0.0,very gugREAD MORE,5,gugread,Positive
Super!,0.0,0.0,Good Shuttle for BeginnersREAD MORE,4,good shuttle beginnersread,Positive
Must buy!,0.0,0.0,very..good productREAD MORE,5,verygood productread,Positive
Must buy!,0.0,0.0,Best productREAD MORE,5,best productread,Positive
Terrific,0.0,0.0,good productREAD MORE,5,good productread,Positive
Best in the market!,0.0,0.0,Perfect for meREAD MORE,5,perfect meread,Positive
Worth the money,0.0,0.0,Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,5,found decent price flipkart manufacturing date three months old satisfied dealread,Positive
Excellent,0.0,0.0,very goodREAD MORE,5,goodread,Positive
Terrific,0.0,0.0,superREAD MORE,5,superread,Positive
Simply awesome,0.0,0.0,"prfect product, perfect delivery.READ MORE",5,prfect product perfect deliveryread,Positive
Excellent,0.0,0.0,Shuttles are goodREAD MORE,4,shuttles goodread,Positive
Delightful,0.0,0.0,Superb product and love the fast serive of flipkartREAD MORE,5,superb product love fast serive flipkartread,Positive
Terrific purchase,0.0,0.0,Get Best priceREAD MORE,5,get best priceread,Positive
Must buy!,0.0,0.0,Got it delivered very next day..good quality shuttle at this priceREAD MORE,5,got delivered next daygood quality shuttle priceread,Positive
Very Good,0.0,0.0,Timely complete service..READ MORE,5,timely complete serviceread,Positive
Perfect product!,0.0,0.0,"Nice product,READ MORE",5,nice productread,Positive
Good deal,0.0,0.0,very niceREAD MORE,4,niceread,Positive
Genuine product,0.0,0.0,best shuttleREAD MORE,5,best shuttleread,Positive
Just wow!,0.0,0.0,Good  for Daily practiceREAD MORE,5,good daily practiceread,Positive
Must buy!,0.0,0.0,Excellent product.READ MORE,5,excellent productread,Positive
Decent product,0.0,0.0,niceREAD MORE,5,niceread,Positive
Best shuttle for daily badminton practice,0.0,0.0,goodREAD MORE,4,goodread,Positive
Terrific,0.0,0.0,good productREAD MORE,5,good productread,Positive
Highly recommended,0.0,0.0,I got what I have expected.....READ MORE,5,got expectedread,Positive
Unsatisfactory,0.0,0.0,nice productREAD MORE,4,nice productread,Positive
Awesome,0.0,0.0,quality productREAD MORE,5,quality productread,Positive
Pretty good,0.0,0.0,On time delivery and 699/- is a good price.READ MORE,5,time delivery good priceread,Positive
Just wow!,0.0,0.0,Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,5,received product excellent condition good packing quick delivery keep flipkartread,Positive
Super!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Shuttles are duplicate not a yonex,0.0,0.0,delivery is fast as expected... tq ekart logisticsREAD MORE,5,delivery fast expected tq ekart logisticsread,Positive
Super!,0.0,0.0,GoodREAD MORE,3,goodread,Neutral
Mind-blowing purchase,0.0,0.0,"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",5,great product best price rs flipkart new stock well shuttle slow good also advantage using shuttle tournaments hosted india intermediate plus level use yonex mavis read,Positive
Mind-blowing purchase,0.0,0.0,"perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",5,perfectly suitable outdoor much diff local storesread,Positive
Fair,0.0,0.0,Awesome product at this price and amazing services. Love you Flipkart.READ MORE,5,awesome product price amazing services love flipkartread,Positive
Perfect product!,0.0,0.0,bad productREAD MORE,1,bad productread,Negative
Nice product,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Highly recommended,0.0,0.0,ExcellentREAD MORE,4,excellentread,Positive
Brilliant,0.0,0.0,Marvelous goodREAD MORE,5,marvelous goodread,Positive
Classy product,0.0,0.0,"product is OK, nicely packed.READ MORE",5,product ok nicely packedread,Positive
Worth the money,0.0,0.0,This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,1,duplicate product shuttles fast like red cappls dont buyread,Negative
Worst experience ever!,0.0,0.0,"packing was awesome,no destruction in shuttle,great service,READ MORE",5,packing awesomeno destruction shuttlegreat serviceread,Positive
Worth the money,0.0,0.0,SuperREAD MORE,5,superread,Positive
Wonderful,0.0,0.0,nycREAD MORE,5,nycread,Positive
All shuttle is not good he is mixing,0.0,0.0,We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.READ MORE,3,playing mavis last years buying mavis flipkart since last years late quality shuttles degraded shuttles bought flipkart slow expected quite fast makes useless hardly game two bought store problem makes doubt quality shuttlesread,Neutral
Expected a better product,0.0,0.0,good oneREAD MORE,5,good oneread,Positive
Super!,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Super!,0.0,0.0,it is goodREAD MORE,5,goodread,Positive
Nice product,0.0,0.0,exellent productREAD MORE,5,exellent productread,Positive
Worth the money,0.0,0.0,Simply the best oneREAD MORE,5,simply best oneread,Positive
Decent product,0.0,0.0,Nice one long lastingREAD MORE,4,nice one long lastingread,Positive
Pretty good,0.0,0.0,nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,1,nice wobbling fly perfect orginal one boxes quality badread,Negative
Disappointed. Duplicate.,0.0,0.0,Quality productREAD MORE,4,quality productread,Positive
Duplicate shuttles,0.0,0.0,on time delivery. The product is original. 100% genuine.READ MORE,5,time delivery product original genuineread,Positive
Worth the money,0.0,0.0,"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",2,seller mixing good one duplicates shuttle fluctuation speed means flight ok almost bought bundles kerala official rate give read,Negative
Awesome,0.0,0.0,Product quality is not goodREAD MORE,2,product quality goodread,Negative
Terrific purchase,0.0,0.0,First class...:)READ MORE,5,first classread,Positive
Super!,0.0,0.0,NYC and original shuttle.READ MORE,5,nyc original shuttleread,Positive
Good choice,0.0,0.0,condition is good but is available in market on the same priceREAD MORE,4,condition good available market priceread,Positive
Classy product,0.0,0.0,it's goodREAD MORE,4,goodread,Positive
Very Good,0.0,0.0,Not badREAD MORE,3,badread,Neutral
Mind-blowing purchase,0.0,0.0,ratewise excellent.READ MORE,4,ratewise excellentread,Positive
Nice product,0.0,0.0,Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,1,disappointed shuttle quality shuttles wobble air zero starsread,Negative
Worst experience ever!,0.0,0.0,"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",1,bought flipkart used shuttle shuttles bad remaining also lasted half time original shuttles use goread,Negative
